VýkazZC_VYKAZ:ZC_VYKAZ	Tabulka výkazuZC_VTAB:ZC_VTAB	Fiskální období0FISCPER:0FISCPER	Účetní jednotkaZC_UCJED:ZC_UCJED	IČOZC_ICO:ZC_ICO	IČO poskytovatele/BIC/ZC_PARTP:ZC_PARTP	Název poskytovatele/BIC/ZC_NAZPOS:ZC_NAZPOS	Určení/BIC/ZC_URCN:ZC_URCN	Účel/BIC/ZC_UCFP:ZC_UCFP	Kód měnyCURRENCY:0CURRENCY	Úroková sazba v %/BIC/ZC_URSA:ZC_URSA	Okamžik uzavření smlouvy/BIC/ZC_DATUS:ZC_DATUS	Termín splatnosti/BIC/ZC_TERSPL:ZC_TERSPL	Způsob ručení/BIC/ZC_ZPRU:ZC_ZPRU	Sjednaná výše U/Z/NFVKYF_0002:ZU_VYUV	Čerpaná výše U/Z/NVFKYF_0004:ZU_CEUV	Splacená výše jistiny U/Z/NFVKYF_0006:ZU_SPJUV	Výše zaplacených úroků a poplatkůKYF_0008:ZU_ZAPUP	ID	DEDUP_SUFFIX	COMPOSITE_ID
080	000100	2022012	1000002178	00240818	45244782	Česká spořitelna, a.s.	Ú	rozšíření kapacity MŠ Sluníčko	CZK	1,86	20191101	20251220	bez ručení	6500000.00 	6453686.12 	3240000.00 	70984.23 	00240818-45244782-20191101-20251220-6500000		00240818-45244782-20191101-20251220-6500000
080	000100	2022012	1000002180	00240940	45317054	Komerční banka, a.s.	Ú	Přístavba MŠ Veleň	CZK	7,96	20220629	20320331	BEZ RUČENÍ	17353000.00 	6822074.81 	0.00 	0.00 	00240940-45317054-20220629-20320331-17353000		00240940-45317054-20220629-20320331-17353000
080	000100	2022012	1000002180	00240940	45317054	Komerční banka, a.s.	Ú	stavba nové ZŠ Veleň	CZK	1,47	20170629	20350331	BEZ RUČENÍ	20000000.00 	20000000.00 	4445000.00 	243619.11 	00240940-45317054-20170629-20350331-20000000		00240940-45317054-20170629-20350331-20000000
080	000100	2022012	1000002181	00241067	45244782	Česká spořitelna, a.s.	Ú	koupě nemovitosti	CZK	1,69	20210330	20410531	rozpočtové příjmy	6655000.00 	6655000.00 	501228.00 	159769.52 	00241067-45244782-20210330-20410531-6655000		00241067-45244782-20210330-20410531-6655000
080	000100	2022012	1000002181	00241067	45317054	Komerční banka, a.s.	Ú	rozšíření MŠ	CZK	1,81	20190329	20290228	rozpočtové příjmy	4500000.00 	2485465.12 	1617517.58 	107651.48 	00241067-45317054-20190329-20290228-4500000		00241067-45317054-20190329-20290228-4500000
080	000100	2022012	1000002187	00235318	45317054	Komerční banka, a.s.	Ú	Kanalizace a ČOV	CZK	0,24	20161005	20271231	bez zajištění	9000000.00 	9000000.00 	4609710.00 	382064.94 	00235318-45317054-20161005-20271231-9000000		00235318-45317054-20161005-20271231-9000000
080	000100	2022012	1000002188	00235423	16325460	Erste Leasing, a.s.	Ú	financování nákupu multicar	CZK	6,27	20201125	20231110	bez zajištění	1116411.00 	1116411.00 	761024.88 	62873.52 	00235423-16325460-20201125-20231110-1116411		00235423-16325460-20201125-20231110-1116411
080	000100	2022012	1000002189	00235474	45244782	Česká spořitelna, a.s.	Ú	Kanalizace 2. etapa, 1. část	CZK	1,23	20111216	20231015	nesjednáno	10000000.00 	10000000.00 	9230880.00 	410994.19 	00235474-45244782-20111216-20231015-10000000		00235474-45244782-20111216-20231015-10000000
080	000100	2022012	1000002189	00235474	45317054	Komerční banka, a.s.	Ú	Kanalizace 2. etapa, 2. část	CZK	1,94	20190606	20330730	nesjednáno	40000000.00 	40000000.00 	8250000.00 	2121598.55 	00235474-45317054-20190606-20330730-40000000		00235474-45317054-20190606-20330730-40000000
080	000100	2022012	1000002191	00235598	00001350	Československá obchodní banka, a. s.	Ú	Výstavba splaškové kanalizace včetně čistírny odpadních vod 440 EO	CZK	5,59	20221115	20441220	Bez zajištění	18000000.00 	5074639.52 	0.00 	0.00 	00235598-00001350-20221115-20441220-18000000		00235598-00001350-20221115-20441220-18000000
080	000100	2022012	1000002193	00235750	45317054	Komerční banka, a.s.	Ú	Odkanalizování obce Stříbrná Skalice	CZK	0,79	20200604	20411231	nesjednáno	20000000.00 	17241581.39 	916850.00 	109669.18 	00235750-45317054-20200604-20411231-20000000		00235750-45317054-20200604-20411231-20000000
080	000100	2022012	1000002193	00235750	45317054	Komerční banka, a.s.	Ú	odkanalizování obce Stříbrná Skalice vč. DPH	CZK	1,12	20150130	20291130	nesjednáno	14000000.00 	14000000.00 	7056000.00 	1971947.06 	00235750-45317054-20150130-20291130-14000000		00235750-45317054-20150130-20291130-14000000
080	000100	2022012	1000002197	00236811	45244782	Česká spořitelna, a.s.	Ú	nákup pozemku	CZK	1,41	20210629	20260520	bez ručení	7000000.00 	7000000.00 	2135610.00 	120066.24 	00236811-45244782-20210629-20260520-7000000		00236811-45244782-20210629-20260520-7000000
080	000100	2022012	1000002200	00237361	45244782	Česká spořitelna, a.s.	Ú	Nákup nemovitostí	CZK	0,45	20160824	20261231	bez ručení	4000000.00 	4000000.00 	2400048.00 	312739.10 	00237361-45244782-20160824-20261231-4000000		00237361-45244782-20160824-20261231-4000000
080	000100	2022012	1000002200	00237361	45244782	Česká spořitelna, a.s.	Ú	ČOV, střecha budovy	CZK	0,59	20160824	20271231	bez ručení	6000000.00 	3875745.67 	3000000.00 	79998.60 	00237361-45244782-20160824-20271231-6000000		00237361-45244782-20160824-20271231-6000000
080	000100	2022012	1000002201	00238112	45317054	Komerční banka, a.s.	Ú	Vybudování kanalizace v obci KH	CZK	0,43	20141118	20260331	Bez ručení	11000000.00 	11000000.00 	7504000.00 	723450.80 	00238112-45317054-20141118-20260331-11000000		00238112-45317054-20141118-20260331-11000000
080	000100	2022012	1000002202	00474177	45244782	Česká spořitelna, a.s.	Ú	kanalizace	CZK	0	20110621	20310620	2 nemivitosti	20000000.00 	19486842.00 	11500092.00 	2860312.71 	00474177-45244782-20110621-20310620-20000000		00474177-45244782-20110621-20310620-20000000
080	000100	2022012	1000002203	00509213	45317054	Komerční banka, a.s.	Ú	nákup pozemků pro rozvoj obce	CZK	1,42	20210330	20310330	bez ručení	5000000.00 	5000000.00 	769500.00 	64892.05 	00509213-45317054-20210330-20310330-5000000		00509213-45317054-20210330-20310330-5000000
080	000100	2022012	1000002205	00639729	45244782	Česká spořitelna, a.s.	Ú	financování koupě nemovitosti	CZK	4.2	20220131	20320131	bez ručení	1300000.00 	1300000.00 	109250.00 	44397.00 	00639729-45244782-20220131-20320131-1300000		00639729-45244782-20220131-20320131-1300000
080	000100	2022012	1000002206	00639745	45317054	Komerční banka, a.s.	Ú	"Spolufinancování objektu ""Štíhlice-splašková kanalizace a ČOV 300 EO"""	CZK	1,37	20200915	20300829	Blankosměnka a nemovitost	10000000.00 	9836967.74 	375120.00 	129326.68 	00639745-45317054-20200915-20300829-10000000		00639745-45317054-20200915-20300829-10000000
080	000100	2022012	1000002208	00665134	25629930	GeoNet Praha, s.r.o.	Ú	vodojem	CZK	0	20181030	20280920	není	2000000.00 	2000000.00 	673085.00 	27154.02 	00665134-25629930-20181030-20280920-2000000		00665134-25629930-20181030-20280920-2000000
080	000100	2022012	1000002243	00640131	45317054	Komerční banka, a.s.	Ú	Rozšířní ČOV a refinancování předchozích úvěrů	CZK	1M PRIBOR +0,79% p.a.	20170330	20260630	bez zajištění	8760000.00 	7603511.79 	7603511.79 	645863.86 	00640131-45317054-20170330-20260630-8760000		00640131-45317054-20170330-20260630-8760000
080	000100	2022012	1000002262	00241610	45244782	Česká spořitelna, a.s.	Ú	Nákup nemovitostí - pozemky parc. č. 2990/1, parc. č. 2992- budova čp. 1189, parc. č. 2994/38	CZK	1,35%	20200507	20301130	bez ručení	44770000.00 	44052003.92 	9327085.00 	1424899.95 	00241610-45244782-20200507-20301130-44770000		00241610-45244782-20200507-20301130-44770000
080	000100	2022012	1000002262	00241610	45244782	Česká spořitelna, a.s.	Ú	Výstavba nové základní školy v Žalově, v katastru obce Roztoky u Prahy	CZK	0,08% + 1-měsíční PRIBOR	20191127	20311130	bez ručení	100000000.00 	100000000.00 	23455452.70 	6142694.00 	00241610-45244782-20191127-20311130-100000000		00241610-45244782-20191127-20311130-100000000
080	000100	2022012	1000002263	00241636	45244782	Česká spořitelna, a.s.	Ú	vodovod a komunikace Švabinského	CZK	1,89	20190829	20221130	není	13000000.00 	13000000.00 	13000000.00 	397828.83 	00241636-45244782-20190829-20221130-13000000		00241636-45244782-20190829-20221130-13000000
080	000100	2022012	1000002264	00242748	00001350	Československá obchodní banka, a. s.	Ú	refinancování úvěru ČS na výstavbu pavilonu ZŠ, Komenského 420, Mníšek pod Brdy	CZK	1,75	20210330	20300224	bez ručení	32000000.00 	32000000.00 	5790459.00 	837140.97 	00242748-00001350-20210330-20300224-32000000		00242748-00001350-20210330-20300224-32000000
080	000100	2022012	1000002266	00241121	45244782	Česká spořitelna, a.s.	Ú	výstavba a rekonstrukce místních komunikací v Černošicích - II	CZK	6MPRIBOR + 1,3% p. a.	20130218	20230515	zástavním právem k pohledávkám za bankou vyplývajícím ze smlouvy o běžném účtu	35000000.00 	33382465.87 	33382465.87 	2045251.91 	00241121-45244782-20130218-20230515-35000000		00241121-45244782-20130218-20230515-35000000
080	000100	2022012	1000002266	00241121	45317054	Komerční banka, a.s.	Ú	financování výstavby sportovní haly a dalších nákladů s výstavbou souvisejících a dále....	CZK	6M PRIBOR +0,4% p. a.	20140915	20290730	bez ručení	25000000.00 	25000000.00 	18841814.00 	1779186.00 	00241121-45317054-20140915-20290730-25000000		00241121-45317054-20140915-20290730-25000000
080	000100	2022012	1000002266	00241121	45317054	Komerční banka, a.s.	Ú	rekostrukce, dostavba a vybavení radnice	CZK	6M PRIBOR -0,01% p.a.	20171129	20240628	bez ručení	15000000.00 	15000000.00 	10573700.00 	901325.93 	00241121-45317054-20171129-20240628-15000000		00241121-45317054-20171129-20240628-15000000
080	000100	2022012	1000002269	00233200	45317054	Komerční banka, a.s.	Ú	nákup nemovitosti	CZK	1,53	20170227	20370120	žádné	20000000.00 	20000000.00 	5799450.00 	1519560.51 	00233200-45317054-20170227-20370120-20000000		00233200-45317054-20170227-20370120-20000000
080	000100	2022012	1000002271	00233773	45244782	Česká spořitelna, a.s.	Ú	Pavilon MŠ Rudná	CZK	1,99	20121126	20220630	Bez zajištění	7000000.00 	7000000.00 	7000000.00 	738004.56 	00233773-45244782-20121126-20220630-7000000		00233773-45244782-20121126-20220630-7000000
080	000100	2022012	1000002272	00233871	45244782	Česká spořitelna, a.s.	Ú	kanalizace	CZK	1,98	20080418	20281231	bez ručení	5000000.00 	5000000.00 	3353424.00 	590332.90 	00233871-45244782-20080418-20281231-5000000		00233871-45244782-20080418-20281231-5000000
080	000100	2022012	1000002272	00233871	45244782	Česká spořitelna, a.s.	Ú	pozemek MŠ	CZK	1,51	20100218	20241231	bez ručení	4000000.00 	4000000.00 	4000000.00 	487977.80 	00233871-45244782-20100218-20241231-4000000		00233871-45244782-20100218-20241231-4000000
080	000100	2022012	1000002274	00234842	45317054	Komerční banka, a.s.	Ú	Výstavba MŠ, zateplení OÚ, silnice, chodníky	CZK	1,49	20150324	20301231	žádný	11250000.00 	11250000.00 	4100000.00 	857348.99 	00234842-45317054-20150324-20301231-11250000		00234842-45317054-20150324-20301231-11250000
080	000100	2022012	1000002274	00234842	45317054	Komerční banka, a.s.	Ú	Výstavba ČOV a kanalizace	CZK	1,85	20131107	20241220	žádný	7500000.00 	7444444.24 	6156700.00 	766689.65 	00234842-45317054-20131107-20241220-7500000		00234842-45317054-20131107-20241220-7500000
080	000100	2022012	1000002277	00241113	45317054	Komerční banka, a.s.	Ú	Profinancování vratky sponzorského daru	CZK	2,42	20200106	20291130	Nesjednán	10000000.00 	10000000.00 	2433479.79 	198819.38 	00241113-45317054-20200106-20291130-10000000		00241113-45317054-20200106-20291130-10000000
080	000100	2022012	1000002278	00241130	45244782	Česká spořitelna, a.s.	Ú	financování rekonstrukce budovy č.p. 71 Velké Číčovice	CZK	2,59	20211011	20330630	bez ručení	8000000.00 	8000000.00 	363660.00 	123738.50 	00241130-45244782-20211011-20330630-8000000		00241130-45244782-20211011-20330630-8000000
080	000100	2022012	1000002281	00241172	45244782	Česká spořitelna, a.s.	Ú	stavba kanalizace	CZK	1,61	20141015	20301231	bez zajištění	4500000.00 	4500000.00 	1990237.88 	614904.00 	00241172-45244782-20141015-20301231-4500000		00241172-45244782-20141015-20301231-4500000
080	000100	2022012	1000002283	00241211	45317054	Komerční banka, a.s.	Ú	Přístavba a nástavba požární zbrojnice	CZK	1,25	20201230	20310331	Bez ručení	8750000.00 	8750000.00 	1346154.00 	151021.12 	00241211-45317054-20201230-20310331-8750000		00241211-45317054-20201230-20310331-8750000
080	000100	2022012	1000002283	00241211	45317054	Komerční banka, a.s.	Ú	Přístavba a nástavba požární zbrojnice	CZK	3,25	20211216	20360331	Bez ručení	5000000.00 	5000000.00 	350880.00 	162010.70 	00241211-45317054-20211216-20360331-5000000		00241211-45317054-20211216-20360331-5000000
080	000100	2022012	1000002283	00241211	45317054	Komerční banka, a.s.	Ú	Přístavba a nástavba požární zbrojnice	CZK	3,95	20211216	20220512	Bez ručení	4750000.00 	4750000.00 	4750000.00 	70359.37 	00241211-45317054-20211216-20220512-4750000		00241211-45317054-20211216-20220512-4750000
080	000100	2022012	1000002283	00241211	60468734	Bílé Karpaty s.r.o.	Ú	Koupě bytové jednotky	CZK	3	20131030	20221015	Zástavní právo k nemovitosti	1366553.00 	1366553.00 	1366553.00 	178820.00 	00241211-60468734-20131030-20221015-1366553		00241211-60468734-20131030-20221015-1366553
080	000100	2022012	1000002284	00241229	63998980	ČSOB Leasing, a.s.	Ú	financování malotraktoru Kubota	CZK	0,01	20220103	20241203	malotraktor Kubota	1375517.69 	1375517.69 	420253.81 	108.00 	00241229-63998980-20220103-20241203-1375517		00241229-63998980-20220103-20241203-1375517
080	000100	2022012	1000002285	00241253	45244782	Česká spořitelna, a.s.	Ú	Financování koupě pozemku	CZK	2,19	20211001	20401220	0	8000000.00 	6843000.00 	420000.00 	147356.88 	00241253-45244782-20211001-20401220-8000000		00241253-45244782-20211001-20401220-8000000
080	000100	2022012	1000002287	00241288	45244782	Česká spořitelna, a.s.	Ú	Nákup administrativního areálu	CZK	5,5	20231103	20321203	bez ručení	30000000.00 	30000000.00 	0.00 	114583.33 	00241288-45244782-20231103-20321203-30000000		00241288-45244782-20231103-20321203-30000000
080	000100	2022012	1000002287	00241288	45244782	Česká spořitelna, a.s.	Ú	Výstavba víceúčelové haly	CZK	1,53	20190809	20300131	bez ručení	35000000.00 	35000000.00 	10413223.20 	1250334.56 	00241288-45244782-20190809-20300131-35000000		00241288-45244782-20190809-20300131-35000000
080	000100	2022012	1000002288	00241296	45317054	Komerční banka, a.s.	Ú	stavba školy	CZK	0,88	20170123	20350331	žádný	69404484.38 	69404484.38 	17678079.47 	2544741.71 	00241296-45317054-20170123-20350331-69404484		00241296-45317054-20170123-20350331-69404484
080	000100	2022012	1000002290	00241318	45317054	Komerční banka, a.s.	Ú	Financování investičních záměrů Města Jesenice na období let 2018 až 2022	CZK	2,22 % p.a.	20180606	20421231	bez ručení	120000000.00 	118126624.50 	0.00 	107682.63 	00241318-45317054-20180606-20421231-120000000		00241318-45317054-20180606-20421231-120000000
080	000100	2022012	1000002292	00241342	00001350	Československá obchodní banka, a. s.	Ú	Financování nemovitosti	CZK	1,05	20210322	20310225	bez zajištění	25000000.00 	25000000.00 	4240000.00 	433106.41 	00241342-00001350-20210322-20310225-25000000		00241342-00001350-20210322-20310225-25000000
080	000100	2022012	1000002294	00241377	45244782	Česká spořitelna, a.s.	Ú	Novostavba požární zbrojnice	CZK	1,19	20201120	20220831	Bez ručení	8000000.00 	5219783.58 	5219783.58 	126257.23 	00241377-45244782-20201120-20220831-8000000		00241377-45244782-20201120-20220831-8000000
080	000100	2022012	1000002296	00241393	45244782	Česká spořitelna, a.s.	Ú	Rozšíření budovy MŠ o kuchyň a jídelnu, přístavba ZŠ, vybavení ZŠ Lety	CZK	6-měsíční PRIBOR+0,06% marže	20220304	20311220	žádné jištění	15000000.00 	15000000.00 	0.00 	547577.30 	00241393-45244782-20220304-20311220-15000000		00241393-45244782-20220304-20311220-15000000
080	000100	2022012	1000002296	00241393	45244782	Česká spořitelna, a.s.	Ú	financování koupě nemovitosti	CZK	1,64	20200418	20271220	žádné jištění úvěru	4500000.00 	4500000.00 	1296000.00 	176217.52 	00241393-45244782-20200418-20271220-4500000		00241393-45244782-20200418-20271220-4500000
080	000100	2022012	1000002296	00241393	45244782	Česká spořitelna, a.s.	Ú	zajištění školské spádovosti Městem Dobřichovice	CZK	1,58	20130614	20230220	žádné jištění	8000000.00 	8000000.00 	7596000.00 	714102.80 	00241393-45244782-20130614-20230220-8000000		00241393-45244782-20130614-20230220-8000000
080	000100	2022012	1000002297	00241415	45244782	Česká spořitelna, a.s.	Ú	Bezpečný chodník	CZK	1,68	20200617	20271120	bez ručení	2600000.00 	2559190.03 	240000.00 	89151.53 	00241415-45244782-20200617-20271120-2600000		00241415-45244782-20200617-20271120-2600000
080	000100	2022012	1000002297	00241415	45244782	Česká spořitelna, a.s.	Ú	Chodník a parkoviště Ohrada	CZK	0,81	20150407	20221220	bez ručení	9000000.00 	8999999.99 	8999999.99 	449708.80 	00241415-45244782-20150407-20221220-9000000		00241415-45244782-20150407-20221220-9000000
080	000100	2022012	1000002297	00241415	45244782	Česká spořitelna, a.s.	Ú	Intenzifikace ČOV	CZK	2,36	20190219	20281220	bez ručení	13000000.00 	13000000.00 	4320000.00 	836468.47 	00241415-45244782-20190219-20281220-13000000		00241415-45244782-20190219-20281220-13000000
080	000100	2022012	1000002297	00241415	45244782	Česká spořitelna, a.s.	Ú	Komunikace Splav	CZK	1,68	20200427	20271220	bez ručení	6600000.00 	6593340.68 	1926000.00 	251120.67 	00241415-45244782-20200427-20271220-6600000		00241415-45244782-20200427-20271220-6600000
080	000100	2022012	1000002298	00241440	45244782	Česká spořitelna, a.s.	Ú	Pořízení DHIM	CZK	PRIBOR+0,31% marže	20211005	20301220	bez zajištění	3000000.00 	2799000.00 	336000.00 	149634.08 	00241440-45244782-20211005-20301220-3000000		00241440-45244782-20211005-20301220-3000000
080	000100	2022012	1000002298	00241440	45244782	Česká spořitelna, a.s.	Ú	Výstavba pavilonu ZŠ	CZK	1,59	20180704	20271120	bez zajištění	7500000.00 	7500000.00 	3360000.00 	393073.68 	00241440-45244782-20180704-20271120-7500000		00241440-45244782-20180704-20271120-7500000
080	000100	2022012	1000002301	00241512	15886492	UniCredit Leasing CZ, a.s.	Ú	Traktor John Deere X950R	CZK	0	20200817	20220818	žádné	283745.00 	283745.00 	283745.00 	11928.00 	00241512-15886492-20200817-20220818-283745		00241512-15886492-20200817-20220818-283745
080	000100	2022012	1000002302	00241580	45317054	Komerční banka, a.s.	Ú	výstavba nové ZŠ	CZK	1,79	20180327	20391231	není sjednáno	80000000.00 	80000000.00 	12284000.00 	4542132.56 	00241580-45317054-20180327-20391231-80000000		00241580-45317054-20180327-20391231-80000000
080	000100	2022012	1000002303	00241644	45244782	Česká spořitelna, a.s.	Ú	"Rekonstrukce místních komunikací a ""Výstavba retenční nádrže ČOV v Řitce"""	CZK	PRIBOR 6M + 0,83 % p.a.	20131112	20230920	bez ručení	5000000.00 	5000000.00 	4644000.00 	37674.70 	00241644-45244782-20131112-20230920-5000000		00241644-45244782-20131112-20230920-5000000
