ID	DEDUP_SUFFIX	DATAYEAR_MERGED	LOAN_AMOUNT	CERPANA_VYSE_2022	CERPANA_VYSE_2023	CERPANA_VYSE_2024	rate_2022	rate_2023	rate_2024	FIXED_OR_VARIABLE	FIXED_NOSTRING_OR_VARIABLE_STRING	ucel_2022	ucel_2023	ucel_2024
00579319-45317054-20130125-20230831-6858628		2022	6858628	6858628.04 			2,47			FIXED	FIXED_NOSTRING	Bytové domy		
00579319-45317054-20210201-20410131-23000000		2022 + 2023 + 2024	23000000	18034863.62 	18034863.62 	18034863.62 	1,8	1,8	1,8	FIXED	FIXED_NOSTRING	Kanalizace a ČOV	Kanalizace a ČOV	Kanalizace a ČOV
00579432-45317054-20210929-20230331-1500000		2022	1500000	582225.93 			0,75			FIXED	FIXED_NOSTRING	"Přefinancování dotace SFŽP na akci ""Březinky - doplňující zdroj pitné vody"		
00579441-00020729-20121112-20241231-3459062		2022 + 2023	3459062	3221667.77 	3221667.77 		1	1		FIXED	FIXED_NOSTRING	Kanalozace a ČOV Banín	Kanalizace  a ČOV Banín	
00579441-45244782-20130529-20240630-5000000		2022 + 2023	5000000	4832580.27 	4832580.27 		2	2		FIXED	FIXED_NOSTRING	Kanalizace a ČOV Banín	Kanalizace a ČOV Banín	
00579459-45244782-20070326-20321231-17540000		2022 + 2023 + 2024	17540000	17540000.00 	17540000.00 	17540000.00 	2,25	5,71	5,71	VARIABLE	FIXED_NOSTRING	výstavba 36 bytů	výstavba 36 bytů	výstavba 36 bytů
00579459-45244782-20150720-20250630-1000000		2022 + 2023 + 2024	1000000	1000000.00 	1000000.00 	1000000.00 	0,95	0,95	0,95	FIXED	FIXED_NOSTRING	nákup a stavební úpravy nebytové stavby	nákup a stavební úpravy nebytové stavby	nákup a stavební úpravy nebytové stavby
00579467-45244782-20170517-20250430-2000000		2022 + 2023 + 2024	2000000	1960519.00 	1960519.00 	1960519.00 	0.80	0,8	0,8	FIXED	FIXED_NOSTRING	Technické zázemí obce	Technické zázemí obce	Technické zázemí obce
00579467-49241494-20210622-20230620-787024		2022	787024	787024.00 			4			FIXED	FIXED_NOSTRING	Traktor VEGA 36 HP Comfort		
00579521-45244782-20121205-20221231-2700000		2022	2700000	2700000.00 			1,85			FIXED	FIXED_NOSTRING	Modernizace sportovního areálu		
00579521-45244782-20170301-20321231-6000000		2022	6000000	6000000.00 			0,87			FIXED	FIXED_NOSTRING	Vestavba bytových jednotek		
00579530-45244782-20240626-20340630-20000000		2024	20000000			20000000.00 			4,17	FIXED	FIXED_NOSTRING			zabezpeční projektu
00579556-45244782-20160429-20230531-3000000		2022	3000000	3000000.00 			0,55			FIXED	FIXED_NOSTRING	Víceúčelové sportoviště		
00579556-45244782-20171215-20271210-1550000		2022 + 2023 + 2024	1550000	1550000.00 	1550000.00 	1550000.00 	1,51	1,51	1,51	FIXED	FIXED_NOSTRING	Koupě nemovitosti	Koupě nemovitosti	Koupě nemovitosti
00579564-45244782-20070629-20220731-60571000		2022	60571000	60571000.00 			2,95			FIXED	FIXED_NOSTRING	výstavba větrné elektrárny		
00579602-49241494-20221213-20240620-1850000		2023	1850000		1850000.00 			6,95%p.a.+marže 0,75%p.a.		FIXED	VARIABLE_STRING		Pořízení lesní techniky	
00579611-45244782-20161012-20361031-10000000		2022 + 2023 + 2024	10000000	7127805.15 	7127805.15 	7127805.15 	0,79 do 9/22, 5,45 od 10/22	5,45	5,45	VARIABLE	VARIABLE_STRING	Odkanalizování obce	Odkanalizování obce	Odkanalizování obce
00579777-45317054-20180828-20220331-600000		2022	600000	600000.00 			1M PRIBOR a pevná odchylka 0,70 % p.a.			FIXED	VARIABLE_STRING	spolufinancování inv.akce Rekonstrukce rybníka v Zámeckém parku		
00579777-45317054-20220518-20320131-2300000		2022 + 2023 + 2024	2300000	2300000.00 	2300000.00 	2300000.00 	1M PRIBOR a pevná odchylka 0,70 % p.a.	1MPRIBORa pevnáodchylka0,70 % p.a.	1MPRIBORapevnáodchylka0,70 % p.a.	VARIABLE	VARIABLE_STRING	nákup pozemku p.č. 1064 k.ú. Bačkov	nákup pozemku p.č. 1064 k.ú. Bačkov	nákup pozemku p.č. 1064 k.ú. Bačkov
00579874-45317054-20210610-20280531-5000000	0baff4e5-4aaad9fa	2022	5000000	0.00 			1MPRIBOR + 0,49% p.a. z jistina úvěru			FIXED	VARIABLE_STRING	kanalizace a ČOV		
00579874-45317054-20210610-20280531-5000000	0baff4e5-4aaad9fa	2022	5000000	5000000.00 			2,39			FIXED	FIXED_NOSTRING	kanalizace a ČOV		
00579874-45317054-20210610-20280531-5000000		2023 + 2024	5000000		5000000.00 	5000000.00 		2,39	2,39	FIXED	FIXED_NOSTRING		kanalizace a ČOV	Splašková kanalizace a  ČOV Knyk
00579891-45317054-20190102-20361231-7000000		2022 + 2023 + 2024	7000000	6992007.61 	6992007.61 	6992007.61 	2,57	2,57	2,57	FIXED	FIXED_NOSTRING	výstvba ČOV a kanalizace	výstavba ČOV a kanalizace	výstavba  ČOV a kanalizace
00579963-45317054-20200228-20370131-9000000		2022 + 2023 + 2024	9000000	9000000.00 	9000000.00 	9000000.00 	1,92	1,92	1,92	FIXED	FIXED_NOSTRING	vybudování kanalizace a ČOV	vybudování kanalizace a ČOV	Vybudování kanalizace a ČOV
00579980-45244782-20130812-20241220-5000000		2022 + 2023 + 2024	5000000	4043522.78 	4043522.78 	4043522.78 	2,58	2,58	2,58	FIXED	FIXED_NOSTRING	Rekonstrukce stropů v ZŠ	Rekonstrukce stropů v ZŠ	Rekonstrukce stropů v ZŠ
00579980-45244782-20150401-20261220-10000000		2022 + 2023 + 2024	10000000	7913875.66 	7913875.66 	7913875.66 	2,66	2,66	2,66	FIXED	FIXED_NOSTRING	Výstavba ČOV	Výstavba ČOV	Výstavba ČOV
00579980-45244782-20151120-20261120-5000000		2022 + 2023 + 2024	5000000	4948998.00 	4948998.00 	4948998.00 	1,15	1,15	1,15	FIXED	FIXED_NOSTRING	Dokončení investic v roce 2015	Dokončení investic v roce 2015	Dokončení investic v roce 2015
00579980-45244782-20180919-20250515-3901658		2022 + 2023 + 2024	3901658	3901658.00 	3901658.00 	3901658.00 	2,18	2,18	2,18	FIXED	FIXED_NOSTRING	Vodovod do Nového Dvora	Vodovod do Nového Dvora	Vodovod do Nového Dvora
00579980-45244782-20230712-20231231-8000000		2023 + 2024	8000000		4887043.18 	6442007.37 		4,49	4,49	FIXED	FIXED_NOSTRING		Inženýrské sítě k parcelám	Inženýrské sítě k parcelám
00580031-00001350-20211020-20360925-6000000		2022 + 2023 + 2024	6000000	5998834.96 	5998834.96 	5998834.96 	0,99	0,99	0,99	FIXED	FIXED_NOSTRING	kanalizace a čist.odp.vod	kanalizace a čist.odp.vod	kanalizace a čist.odp.vod
00580031-00001350-20231024-20360925-2000000		2023 + 2024	2000000		1668856.00 	1668856.00 		0,99	0,99	FIXED	FIXED_NOSTRING		dofinanc.vod.a kanal.přípojek	dofinanc.vod.a kanal.přípojek
00580040-45317054-20170831-20220731-1000000		2022	1000000	1000000.00 			1,35			FIXED	FIXED_NOSTRING	Oprava místních komunikací		
00580058-70856788-20240227-20340220-10126231		2024	10126231			10126231.30 			0	FIXED	FIXED_NOSTRING			Komunitní centrum Sedletín
00580104-45317054-20170325-20270228-3000000		2022 + 2023 + 2024	3000000	3000000.00 	3000000.00 	3000000.00 	1,36	1,36	1,36	FIXED	FIXED_NOSTRING	Vodovod obec Sloupno	Vodovod obec Sloupno	Vodovod obec Sloupno
00580112-45317054-20170327-20370228-13500000		2022 + 2023 + 2024	13500000	13500000.00 	13500000.00 	13500000.00 	1,20	1,20	1,20	FIXED	FIXED_NOSTRING	Kanalizace a ČOV Stříbrné Hory	Kanalizace a ČOV Stříbrné Hory	Kanalizace a ČOV Stříbrné Hory
00580112-45317054-20190204-20361231-2000000		2022 + 2023 + 2024	2000000	2000000.00 	2000000.00 	2000000.00 	2,49	2,49	2,49	FIXED	FIXED_NOSTRING	Financování zhotovení komunikací v obci	Financování zhotovení komunikací v obci	Financování zhotovení komunikací v obci
00580171-00020729-20141111-20251231-3095943		2022 + 2023 + 2024	3095943	2807077.62 	2807077.62 	2807077.62 	1	1	1	FIXED	FIXED_NOSTRING	Výstavba splaškové kanalizace	Výstavba splaškové kanalizace	Výstavba splaškové kanalizace
00580171-45244782-20140811-20251031-7000000		2022 + 2023 + 2024	7000000	7000000.00 	7000000.00 	7000000.00 	1,61	1,61	1,61	FIXED	FIXED_NOSTRING	Výstavba splaškové kanalizace	Výstavba splaškové kanalizace	Výstavba splaškové kanalizace
00580180-45244782-20081105-20261220-3500000		2024	3500000			3500000.00 			6,15	FIXED	FIXED_NOSTRING			Dokončení výměny lyžařského vleku.
00580180-45244782-20081105-20290720-3500000		2022 + 2023	3500000	3500000.00 	3500000.00 		4,89	4,89		FIXED	FIXED_NOSTRING	Dokončení výměny lyžařského vleku.	Dokončení výměny lyžařského vleku.	
00580180-45244782-20170627-20260228-3600000		2022 + 2023 + 2024	3600000	3600000.00 	3600000.00 	3600000.00 	7,32	7,32	3,87	VARIABLE	FIXED_NOSTRING	Koupě nemovitostí	Koupě nemovitostí	Koupě nemovitostí
00580180-45244782-20220412-20231231-3300000		2022	3300000	3164207.00 			5,28			FIXED	FIXED_NOSTRING	Kr. úvěr, předfinancování projektů		
00580180-45244782-20220624-20321231-3500000		2022	3500000	0.00 			5,26			FIXED	FIXED_NOSTRING	Dokončení rekonstrukce DPS		
00580180-45244782-20240619-20251231-2600000		2024	2600000			2590000.00 			4,58	FIXED	FIXED_NOSTRING			Předfinancování projektů
00580198-45244782-20140830-20220531-2941000		2022	2941000	2941000.00 			5,59			FIXED	FIXED_NOSTRING	nákup nemovitosti		
00580198-45244782-20151231-20221130-1200000		2022	1200000	1200000.00 			5,33			FIXED	FIXED_NOSTRING	oprava majetku		
00580198-45244782-20210130-20261231-2000000		2022 + 2023 + 2024	2000000	2000000.00 	1890809.98 	1890809.98 	1,32	1,32	1,32	FIXED	FIXED_NOSTRING	oprava a investice do majetku	oprava a investice do majetku	oprava a investice do majetku
00580210-00020729-20140825-20251231-4150557		2022 + 2023 + 2024	4150557	4150557.77 	4150557.77 	4150557.77 	1	1	1	FIXED	FIXED_NOSTRING	Borovnice-Splašková kanalizace a ČOV	Borovnice-Splašková kanalizace a ČOV	Borovnice-Splašková kanalizace a ČOV
00580210-45317054-20140707-20300930-9000000		2022	9000000	9000000.00 			úroková sazba proměnlivá			FIXED	VARIABLE_STRING	Borovnice-Splašková kanalizace a ČOV		
00580473-00001350-20200423-20400423-5000000		2022 + 2023 + 2024	5000000	5000000.00 	5000000.00 	5000000.00 	2,36	2,36	2,36	FIXED	FIXED_NOSTRING	kanalizace a ČOV	kanalizace a ČOV	kanalizace a ČOV
00580503-45317054-20140801-20240625-1000000		2022 + 2023	1000000	1000000.00 	1000000.00 		1M PRIBOR + 0,99% p.a.	1M PRIBOR + 0,99% p.a.		FIXED	VARIABLE_STRING	MŠ Choteč - podíl 1/4 (nemovitost + poz.)	MŠ Choteč - podíl 1/4 (nemovitost + poz.)	
00580503-63998980-20220620-20270624-925686		2022 + 2023 + 2024	925686	925686.00 	925686.00 	925686.00 	1,9900%  p.a.	1,9900% p.a.	1,9900%p.a.	FIXED	FIXED_NOSTRING	KUBOTA M40 Traktor Kubota M4073	KUBOTA M40 Traktor Kubota M4073	KUBOTA M40 Traktor Kubota M4073
00580546-45244782-18991230-20401231-3500000		2023	3500000		3435673.01 			2,37		FIXED	FIXED_NOSTRING		Decentralizace čištění odpadních vod	
00580546-45244782-19891230-20401231-3500000		2024	3500000			3435673.01 			2,37	FIXED	FIXED_NOSTRING			Decentralizace čištění odpadních vod
00580546-45244782-20131220-20251231-400000		2022 + 2023 + 2024	400000	395129.00 	395129.00 	395129.00 	1,94	1,94	1,94	FIXED	FIXED_NOSTRING	rekonstrukce VO	rekonstrukce VO	rekonstrukce VO
00580546-45244782-20150401-20270331-500000		2022 + 2023 + 2024	500000	500000.00 	500000.00 	500000.00 	1,49	1,49	1,49	FIXED	FIXED_NOSTRING	výstavba chodníků	Výstavba chodníků	Výstavba chodníků
00580546-45244782-20210805-20401231-3500000		2022	3500000	3435673.01 			2,37			FIXED	FIXED_NOSTRING	Decentralizované čištění odpadních vod		
00580554-45317054-20170711-20320331-2346674		2022 + 2023 + 2024	2346674	2346674.00 	2346674.00 	2346674.00 	6,45	6,45	6,45	FIXED	FIXED_NOSTRING	výstavba dešťové kanalizace	výstavba dešťové kanalizace	výstavba dešťové kanalizace
00580554-45317054-20170711-20320531-3097000		2022 + 2023 + 2024	3097000	3097000.00 	3097000.00 	3097000.00 	6,45	6,45	6,45	FIXED	FIXED_NOSTRING	výstavba splaškové kanalizace	výstavba splaškové kanalizace	výstavba splaškové kanalizace
00580571-45244782-20160210-20271231-7500000		2022 + 2023 + 2024	7500000	7500000.00 	7500000.00 	7500000.00 	1,3	1,3	1,3	FIXED	FIXED_NOSTRING	kanalizace	kanalizace	Kanalizace
00580589-45317054-20200930-20370825-20000000		2022 + 2023 + 2024	20000000	17445941.48 	17445941.48 	17445941.48 	1,5	1,5	1,5	FIXED	FIXED_NOSTRING	Kanalizace Němčice	Kanalizace Němčice	Kanalizace Němčice
00580601-00020729-20130906-20251231-2015935		2022 + 2023 + 2024	2015935	2015935.30 	2015935.30 	2015935.30 	1	1	1	FIXED	FIXED_NOSTRING	výstavba kanalizace	výstavba kanalizace	výstavba kanalizace
00580601-00020729-20210420-20261231-463596		2022 + 2023 + 2024	463596	463596.00 	463596.00 	463596.00 	0	0	0	FIXED	FIXED_NOSTRING	elektromobil	nákup elektromobilu	nákup elektromobilu
00580601-45317054-20240229-20440131-6000000		2024	6000000			6000000.00 			3,48	FIXED	FIXED_NOSTRING			rekonstrukce OÚ
00580601-45317054-20241026-20430930-10000000		2024	10000000			9000000.00 			4,3	FIXED	FIXED_NOSTRING			stavba hasičské zbrojnice
00580619-45317054-20170830-20230731-4000000		2022 + 2023	4000000	3942736.00 	3942736.00 		0,77	0,77		FIXED	FIXED_NOSTRING	Rekonstrukce MK	Rekonstrukce MK	
00580678-45317054-20090518-20240425-1000000		2022 + 2023 + 2024	1000000	1000000.00 	1000000.00 	1000000.00 	3,00	3	3	FIXED	FIXED_NOSTRING	oprava komunikace	oprava komunikace	oprava komunikace
00580678-45317054-20190226-20390125-1300000		2022 + 2023 + 2024	1300000	1300000.00 	1300000.00 	1300000.00 	2,17	2,17	2,17	FIXED	FIXED_NOSTRING	oprava kanalizace	oprava kanalizace	oprava kanalizace
00580678-45317054-20230602-20250725-150000		2023 + 2024	150000		150000.00 	150000.00 		7,30	7,30	FIXED	FIXED_NOSTRING		výstavba chodníků	výstavba chodníků
00580759-00001350-20200318-20250225-1500000		2022	1500000	1500000.00 			7,56			FIXED	FIXED_NOSTRING	nákup nemovitosti		
00580775-45244782-20190429-20270430-2512000		2022 + 2023 + 2024	2512000	2512000.00 	2512000.00 	2512000.00 	1,99	1,99	1,99	FIXED	FIXED_NOSTRING	Koupě nemovitosti čp. 124	Koupě nemovitosti čp. 124	Koupě nemovitosti čp. 124
00580783-45317054-20210423-20460120-11000000		2022 + 2023 + 2024	11000000	9032153.39 	9032153.39 	9032153.39 	7,61	7,29	4,51	VARIABLE	FIXED_NOSTRING	Dostavba vodovodu	Dostavba vodovodu	Dostavba vodovodu
00580791-45317054-20160426-20271231-22000000		2022 + 2023 + 2024	22000000	20656039.00 	20656039.00 	20656039.00 	0,22	0,22	0,22	FIXED	FIXED_NOSTRING	financování čtyřsedačkové lanovky	financování čtyřsedačkové lanovky	financování čtyřsedačkové lanovky
00580791-45317054-20220721-20320430-23000000		2022 + 2023 + 2024	23000000	23000000.00 	23000000.00 	23000000.00 	5,7	5,7	5,7	FIXED	FIXED_NOSTRING	nákup obchodního podílu PIZÁR spol. sr.o.	nákup obchodního podílu PIZÁR spol. sr.o.	nákup obchodního podílu PIZÁR spol. sr.o.
00580899-45317054-20170726-20320831-20000000		2022 + 2023 + 2024	20000000	20000000.00 	20000000.00 	20000000.00 	1,46	1,46	1,46	FIXED	FIXED_NOSTRING	revitalizace ZD	revitalizace ZD	revitalizace ZD
00580899-45805369-20240630-20270630-362142		2024	362142			362142.00 			4,19	FIXED	FIXED_NOSTRING			užitkové vozidlo VW Caddy
00580902-45244782-20121031-20221231-6534400		2022	6534400	6534400.00 			2.70			FIXED	FIXED_NOSTRING	Dlouhodobý úvěr-výstavba bytového domu		
00580902-45244782-20220531-20220531-9000000		2022	9000000	9000000.00 			2.84			FIXED	FIXED_NOSTRING	Dlouhodobý úvěr - Kanalizace		
00580911-00020729-20230831-20350831-57000000		2023 + 2024	57000000		15977778.78 	39243307.19 		1.00	1.00	FIXED	FIXED_NOSTRING		Na kanalizaci a ČOV	Na kanalizaci a ČOV
00580929-00001350-20120601-20220525-9218000		2022	9218000	9218000.00 			2.86			FIXED	FIXED_NOSTRING	stavba Kanalizace Helvíkovice		
00580929-00001350-20160420-20361231-2500000		2023 + 2024	2500000		628412.33 	330931.90 		1.00	1.00	FIXED	FIXED_NOSTRING		kontokorent k základnímu účtu	kontokorent k základnímu účtu
00580929-00001350-20190109-20221227-2400000		2022	2400000	2400000.00 			3.25			FIXED	FIXED_NOSTRING	nákup nemovitosti (č.p. 47 a pozemky)		
00580929-00001350-20210223-20251125-3978704		2022	3978704	3789600.00 			1.36			FIXED	FIXED_NOSTRING	stavba Stezka pro pěší a cyklisty u I/11		
00580929-00001350-20230804-20291220-10000000		2023 + 2024	10000000		4590965.98 	7664290.38 		7.81	7.81	FIXED	FIXED_NOSTRING		rekonstrukce komunikace a mostku	rekonstrukce komunikace a mostku
00580937-45317054-20231127-20281031-1400000		2023 + 2024	1400000		1400000.00 	1400000.00 		5,50	5,50	FIXED	FIXED_NOSTRING		Nákup komunální techniky	Nákup komunální techniky
00581011-00020729-20240403-20351231-17915398		2024	17915398			5091829.80 			1	FIXED	FIXED_NOSTRING			"Spolufinancování projektu ""Rozšíření vodovodní infrastruktury v obci Hřibojedy"""
00581011-45244782-20110725-20261220-2000000		2022 + 2023 + 2024	2000000	2000000.00 	2000000.00 	2000000.00 	3,3	3,3	3,3	FIXED	FIXED_NOSTRING	"Spolufinancování projektu ""Vodovod Hřibojedy"""	"Spolufinancování projektu ""Vodovod Hřibojedy"""	"Spolufinancování projektu ""Vodovod Hřibojedy"""
00581020-00001350-20130712-20231227-9000000		2022 + 2023	9000000	9000000.00 	9000000.00 		2.07	2.07		FIXED	FIXED_NOSTRING	Výstavba společenského domu Rybník	Výstavba Společenského sálu	
00581020-00001350-20201014-20321227-7000000		2022 + 2023 + 2024	7000000	7000000.00 	7000000.00 	7000000.00 	1.49	1.49	1.49	FIXED	FIXED_NOSTRING	Rekonstrukce budovy ZŠ Rybník	Rekonstrukce nemovitosti ZŠ Rybník	Rekonstrukce nemovitosti ZŠ Rybník
00581046-45244782-20100614-20341220-3200000		2022 + 2023 + 2024	3200000	3200000.00 	3200000.00 	3200000.00 	4,5%	4,5%	4,5%	FIXED	FIXED_NOSTRING	spolufinancování výstavby vodovodu Litíč-II. etapa	spolufinancování výstavby vodovodu Litíč-II. etapa	spolufinancování výstavby vodovodu Litíč-II. etapa
00581160-00001350-20140630-20230525-2480772		2022 + 2023	2480772	2480772.00 	2480772.00 		0	0		FIXED	FIXED_NOSTRING	pěší zóny, zpevněné plochy	pěší zóny, zpevněné plochy	
00581160-00001350-20200811-20421229-42208780		2022 + 2023 + 2024	42208780	42208780.00 	42208780.00 	42208780.00 	0	5,52	5,52	VARIABLE	FIXED_NOSTRING	Novostavba budovy občanské vybavenosti	Novostavba budovy občanské vybavenosti	novostavba budovy občanské vybavenosti
00581160-00001350-20220822-20420625-11266250		2022 + 2023 + 2024	11266250	11266250.66 	11266250.66 	11266250.66 	0	pribor + 0,7	pohyblivá+0,7 pribor	VARIABLE	VARIABLE_STRING	ské vybavenosti	ské vybavenosti	novostavba budovy občanské vybavenosti
00581160-49021117-20190131-20270131-2418000		2022 + 2023 + 2024	2418000	2418000.00 	2418000.00 	2418000.00 	0	0	0	FIXED	FIXED_NOSTRING	vodovod, kanalizace	vodovod, kanalizace	vodovod, kanalizace
00581160-49021117-20190831-20230831-1000000		2022 + 2023	1000000	1000000.00 	1000000.00 		0	0		FIXED	FIXED_NOSTRING	vodovod, kanalizace	vodovod, kanalizace	
00581160-49021117-20210331-20310331-1000000		2022 + 2023 + 2024	1000000	1000000.00 	1000000.00 	1000000.00 	0	0	0	FIXED	FIXED_NOSTRING	vodovod, kanalizace	vodovod, kanalizace	vodovod, kanalizace
00581160-63998980-20240306-20260307-544391		2024	544391			544391.00 			6,9	FIXED	FIXED_NOSTRING			malotraktor
00581216-45317054-20210317-20411031-5910000		2022 + 2023 + 2024	5910000	5910000.00 	5910000.00 	5910000.00 	1% p.a.	1	1	FIXED	FIXED_NOSTRING	stavba ČOV a kanalizace	stavba ČOV a kanalizace	stavba ČOV a kanalizace
00581216-49021117-20201016-20310115-4500000		2022 + 2023 + 2024	4500000	4500000.00 	4500000.00 	4500000.00 	0%	0	0	FIXED	FIXED_NOSTRING	stavba ČOV a kanalizace	stavba ČOV a kanalizace	stavba ČOV a kanalizace
00581224-49021117-20131129-20241231-2000000		2022 + 2023 + 2024	2000000	2000000.00 	2000000.00 	2000000.00 	0	0	0	FIXED	FIXED_NOSTRING	Výstavba ČOV a dostavba kanalizace Dasný	Výstavba ČOV a dostavba kanalizace Dasný	Výstavba ČOV a dostavba kanalizace Dasný
00581241-65050541-20190509-20290630-2500000		2022 + 2023 + 2024	2500000	2500000.00 	2500000.00 	2500000.00 	0	0	0	FIXED	FIXED_NOSTRING	financování vodovodu a kanalizace	financování vodovodu a kanalizace	financování vodovodu a kanalizace
